"Gene","lb","log.FC.mle","ub","ce","Z","cZ","pvalue","p.adjust"
"HHIPL1",2.48497785991448,3.33802996107916,3.93145750971546,2.48497785991448,4.04897810311534,2.95965159882273,5.14417569944575e-05,0.00307987128187324
"SIGLEC10",1.14976587548282,2.37371019454518,3.11549463034054,1.14976587548282,4.04769284838627,2.95828527431647,5.1724960894724e-05,0.00309355684810494
"RP11-298I3.1",2.26244252917587,3.041316186761,3.67183295718708,2.26244252917587,4.04457573401296,2.95450638102961,5.2417962122337e-05,0.00313169677076469
"CTC-321K16.1",3.523476070028,4.33943894940288,4.82159883266988,3.523476070028,4.04340879732256,2.9532948582999,5.26796533938766e-05,0.00314401497252095
"RP11-563M4.1",2.03990719843726,3.00422696497124,3.63474373539729,2.03990719843726,4.04182822493179,2.95153811370389,5.30360790369245e-05,0.00316195520472982
"TRIM7",0.630516770426062,1.59483653696004,2.48497785991448,0.630516770426062,4.04010833921823,2.95044355909287,5.3426516030945e-05,0.0031731801480644
"IP6K3",1.29812276264189,2.78169163423263,3.41220840465867,1.29812276264189,4.03994413981306,2.95044355909287,5.34639335683824e-05,0.0031731801480644
"TAC3",3.89436828792567,5.41502638130617,5.89718626457317,3.89436828792567,4.03939039295393,2.95044355909287,5.35903038019247e-05,0.0031731801480644
"DHX33",2.44788863812471,3.26385151749961,3.89436828792567,2.44788863812471,4.03913133762138,2.95044355909287,5.36495197843181e-05,0.0031731801480644
"FAH",3.74601140076659,4.59906350193129,5.08122338519825,3.74601140076659,4.03912024018227,2.95044355909287,5.36520578689841e-05,0.0031731801480644
"CAST",0.890141322954441,1.92863953306795,3.82018984434613,0.890141322954441,4.03909708166882,2.95044355909287,5.36573547968459e-05,0.0031731801480644
"C10orf32-ASMT",1.66901498053958,2.96713774318147,3.59765451360754,1.66901498053958,4.03903060564117,2.95044355909287,5.36725622699546e-05,0.0031731801480644
"RP11-353B9.1",2.41079941633494,3.33802996107916,3.89436828792567,2.41079941633494,4.03875973797764,2.95040916655358,5.37345698876697e-05,0.00317353344035228
"AC133633.1",2.00281797664749,2.96713774318147,3.74601140076659,2.00281797664749,4.03688085992846,2.94834777110279,5.41665587859212e-05,0.00319477440835886
"SYPL2",0.556338326846525,2.44788863812471,3.041316186761,0.556338326846525,4.0367055300601,2.94834777110279,5.42070377914626e-05,0.00319477440835886
"LINC00320",3.07840540855077,5.41502638130617,5.97136470815271,3.07840540855077,4.03531434560954,2.9468370481358,5.45292427422259e-05,0.00321042333724967
"ADPRH",1.11267665369305,2.52206708170425,3.15258385213031,1.11267665369305,4.03468201863545,2.94632549367586,5.46762917092736e-05,0.00321573812028021
"MAGEE2",0.593427548636292,2.2253533073861,2.89295929960193,0.593427548636292,4.03373008140878,2.94539266169974,5.48983754164841e-05,0.00322545040128509
"STX10",2.9300485213917,3.85727906613592,4.52488505835175,2.9300485213917,4.03248138380349,2.94438911539779,5.51909882548028e-05,0.00323592877098916
"OTX1",0.593427548636292,2.15117486380656,2.9300485213917,0.593427548636292,4.03146905591046,2.94337583287589,5.5429295382289e-05,0.00324654026045717
"RP11-249C24.10",0.593427548636292,1.96572875485772,2.63333474707355,0.593427548636292,4.02748714321314,2.93844919843078,5.63761491596319e-05,0.00329858712407359
"RP11-730A19.5",0.593427548636292,1.74319342411911,2.63333474707355,0.593427548636292,4.02695423979474,2.9380669185859,5.6504023883052e-05,0.00330265728038008
"SPECC1",0.815962879374904,1.78028264590888,3.41220840465867,0.815962879374904,4.02625417178913,2.93775202577783,5.66724287501086e-05,0.00330601339833205
"PARK2",0.630516770426062,1.22394431906236,2.00281797664749,0.630516770426062,4.02623027995856,2.93775202577783,5.66781844306016e-05,0.00330601339833205
"TEX26",0.890141322954441,3.041316186761,3.67183295718708,0.890141322954441,4.02571104449136,2.93738689146367,5.68034081239731e-05,0.00330990887790698
"ANKRD2",0.853052101164671,2.00281797664749,2.78169163423263,0.853052101164671,4.02492997631728,2.93667640270428,5.69922715506814e-05,0.00331750079762332
"TLR5",1.48356887159073,3.11549463034054,3.67183295718708,1.48356887159073,4.02433975022438,2.93621713979122,5.7135383462943e-05,0.00332241668231434
"IL20RB",1.37230120622143,2.41079941633494,3.30094073928938,1.37230120622143,4.02292096070998,2.93475641043161,5.74807906294832e-05,0.00333809626143026
"CLEC1A",1.44647964980096,3.00422696497124,3.63474373539729,1.44647964980096,4.0227485496817,2.93475641043161,5.75228989575184e-05,0.00333809626143026
"GSTT2B",0.593427548636292,1.63192575874981,2.44788863812471,0.593427548636292,4.02132809326965,2.93320197944071,5.78709337970758e-05,0.00335485562783909
"TAF1C",1.22394431906236,2.07699642022703,2.78169163423263,1.22394431906236,4.02031411121456,2.9324593512591,5.81205947714019e-05,0.00336288941832497
"GBP2",3.41220840465867,4.19108206224383,4.74742038909034,3.41220840465867,4.0201006146164,2.9324593512591,5.81732913870123e-05,0.00336288941832497
"TNFRSF10A",0.964319766533976,3.33802996107916,3.78310062255637,0.964319766533976,4.01887651972155,2.9315963922628,5.84763049874211e-05,0.00337224695742876
"PRRX1",3.56056529181775,4.41361739298242,4.96995571982896,3.56056529181775,4.01872501542913,2.9315963922628,5.85139122841467e-05,0.00337224695742876
"ACTA2",0.519249105056755,2.29953175096563,3.00422696497124,0.519249105056755,4.01860099889193,2.9315963922628,5.85447134540982e-05,0.00337224695742876
"PIGO",2.70751319065309,3.70892217897683,4.30234972761313,2.70751319065309,4.01842796230556,2.9315963922628,5.85877150695627e-05,0.00337224695742876
