"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"REEP5",0.582909643580452,0.579107019777897,0.727,0.682,1
"PRPF39",0.541486552281157,0.578785181948072,0.864,0.764,1
"SERPINB1",0.000164687249987461,0.578625083876888,0.341,0.125,1
"TATDN1",0.279856971275784,0.578349487008891,0.5,0.44,1
"CD46",0.311401780353191,0.577429973701482,0.818,0.781,1
"ENSG00000289017.1",0.30732016569629,0.577381409292277,0.636,0.548,1
"RTL8C",0.36173913266444,0.577216997116231,0.75,0.619,1
"TMCO3",0.431747548250905,0.577194813481922,0.273,0.324,1
"SMURF1",0.824900350373396,0.577049419077892,0.295,0.318,1
"LSM8",0.464250162792248,0.576832934865359,0.545,0.497,1
"TBCD",0.045738364504697,0.576298472178354,0.205,0.366,1
"MTF1",0.166610331700899,0.576054448029772,0.477,0.349,1
"ZNF629",0.558126877026988,0.575603748254564,0.25,0.21,1
"TMEM209",0.243632535780398,0.575193616358435,0.568,0.503,1
"ALDH3A2",0.361053094467307,0.574719895286518,0.523,0.472,1
"PRPF18",0.781143199351426,0.573569434163818,0.25,0.281,1
"NAP1L1",0.382936979189792,0.573487018993111,0.932,0.949,1
"FXR2",0.0180941373977484,0.572345511102927,0.455,0.267,1
"AC005332.4",0.0844820510418618,0.571866397877268,0.227,0.369,1
"SLC35B1",0.523231573238687,0.570605588965607,0.545,0.463,1
"SERF2",0.318292849340643,0.570369418753184,0.818,0.787,1
"YTHDF3",0.860344583273119,0.570220815652541,0.432,0.491,1
"GOPC",0.348926980924294,0.569901992018989,0.273,0.355,1
"PIGK",0.126338920369845,0.569014515228391,0.477,0.386,1
"NFKBIZ",0.00186229434462564,0.568492593894064,0.477,0.264,1
"TTC3P1",0.00657099480210383,0.568121714852656,0.545,0.719,1
"UROS",0.989952194698919,0.567758683205973,0.273,0.264,1
"AC013470.3",0.027676959162589,0.567725795795852,0.273,0.151,1
"DOCK4",0.708344857059367,0.567185111523031,0.75,0.676,1
"RAB18",0.807471900541957,0.566558138100044,0.795,0.71,1
"TIAL1",0.0884135836568125,0.565203483062684,0.977,0.866,1
"KATNBL1",0.863974727548862,0.564686452890868,0.568,0.639,1
"ADD1",0.0359272616587136,0.56426305750067,0.955,0.787,1
"RAB7A",0.00461092988502756,0.563397673979449,0.818,0.648,1
"FGFR1OP",0.197718812675219,0.56329985884445,0.182,0.276,1
"PEX13",0.791719051317957,0.563252589752051,0.25,0.236,1
"SMG5",0.583427710562837,0.56148009339126,0.477,0.472,1
"RALY",0.737594541382112,0.560618793094569,0.295,0.267,1
"GOLGA4",0.390050697844423,0.560313071326002,0.886,0.864,1
"ELP6",0.316779658169666,0.558634196013824,0.25,0.352,1
"FAM160B1",0.719034946911485,0.558451478976441,0.295,0.307,1
"SMIM7",0.335697578589927,0.557303252996516,0.591,0.543,1
"KCNAB1",0.558219701373073,0.556932841846056,0.409,0.369,1
"KIF1BP",0.0515938061063256,0.55573717756789,0.5,0.369,1
"PDCD10",0.0857728168447467,0.555608042786127,0.682,0.52,1
"DDX3X",0.000879840119899268,0.555321819071029,1,0.969,1
"ZSCAN30",0.0627131122747703,0.554803249283474,0.477,0.338,1
"CFAP20",0.000587040667160407,0.553452682898193,0.841,0.599,1
"H3F3B",4.31811127627423e-06,0.553330318169024,1,1,0.0796777892698122
"RPGR",0.313326710296734,0.552780358453314,0.318,0.259,1
"SMC4",0.0115778974505339,0.551910381924618,0.432,0.25,1
"CCDC82",0.00835102136359264,0.551594309773188,0.886,0.739,1
"PER3",0.457424932443043,0.551037205121003,0.523,0.497,1
"MBTD1",0.21130362518989,0.550638985784404,0.386,0.298,1
"PRR13",0.0247733930043705,0.549926023145,0.409,0.256,1
"C5orf51",0.133569807495075,0.549674550715046,0.591,0.44,1
"CD47",0.00518119270741472,0.548908571664731,0.977,0.912,1
"MRPS31P5",0.0476179305956537,0.548840737977768,0.318,0.193,1
"THAP5",0.40231187160323,0.548802442250768,0.75,0.67,1
"DSCAML1",0.092924121942767,0.54866206340904,0.318,0.202,1
"FAM171A1",0.383214711269855,0.548193661899462,0.5,0.457,1
"TBRG1",0.189763223714105,0.547742414250439,0.659,0.557,1
"LTA4H",0.609910667884153,0.547701864990962,0.25,0.29,1
"NCAM2",0.00341650778187373,0.54726303393671,0.886,0.577,1
"DAZAP1",0.251096472410158,0.545919409697103,0.364,0.276,1
"SMIM15",0.647849193093695,0.545473482941757,0.227,0.256,1
"NDUFAF2",0.939400723831137,0.545427203450562,0.477,0.483,1
"HSPA9",0.22898889613367,0.544833102320958,0.909,0.821,1
"POLI",0.877639911848685,0.54452520528781,0.318,0.33,1
"PHF21A",0.51328137589629,0.543825522419048,0.568,0.699,1
"MGAT5",0.518142646364477,0.54351365977432,0.295,0.253,1
"HADHA",0.0796765429136295,0.543249629409038,0.75,0.588,1
"IMPA1",0.237738726535361,0.543097493683293,0.364,0.278,1
"AP001442.1",0.656926836696599,0.542944166240298,0.273,0.253,1
"NLGN3",0.0585934486855343,0.542288099435735,0.659,0.472,1
"AC245060.5",0.840553301716688,0.542166368988574,0.455,0.474,1
"PSME1",0.264803427260613,0.541413945532511,0.591,0.483,1
"ARL8A",0.00155831752316463,0.540568381362703,0.341,0.145,1
"ZSCAN29",0.330273991396545,0.539607865321305,0.273,0.366,1
"MSANTD4",0.651412612065492,0.53905875962654,0.455,0.372,1
"METTL16",0.318636161346244,0.538757087915879,0.5,0.44,1
"NUDT16L1",0.248967954108233,0.536428651001779,0.25,0.19,1
"ILVBL",0.197381797894391,0.535509483406442,0.25,0.176,1
"BCLAF1",0.0464739509622706,0.534295065616563,0.955,0.929,1
"SF3A3",0.599128836434183,0.533999788737344,0.568,0.511,1
"ZNF791",0.191034652252165,0.533870743738861,0.727,0.702,1
"HMGCL",0.934825199436966,0.533221814602458,0.25,0.25,1
"PIN4P1",0.000316136483060722,0.531635256592695,0.386,0.165,1
"CSNK1G3",0.761063066701053,0.53154658536627,0.341,0.304,1
"RIOK3",0.0364328808104017,0.531145231797132,0.659,0.509,1
"RPS6KC1",0.58470409949436,0.530642240988481,0.364,0.344,1
"TECRP1",0.145129672695527,0.530358182760484,0.386,0.31,1
"GTF2A1",0.685667203245154,0.529650183074523,0.455,0.537,1
"TMBIM1",1.32507533155834e-07,0.52941754223846,0.5,0.159,0.00244502900179146
"WAPL",0.43597223977334,0.529230313985349,0.614,0.599,1
"WRNIP1",0.128777170663743,0.529188806344639,0.409,0.298,1
"STX8",0.234243264520296,0.528143301134209,0.455,0.347,1
"RAD51C",0.404653954490941,0.528142188869191,0.364,0.446,1
"MORC3",0.338402279105061,0.527777586946425,0.636,0.599,1
"ZBTB2",0.228681322556648,0.526137066152195,0.295,0.222,1
"RNU6.946P",0.212846463537628,0.526068811667587,0.159,0.259,1
"WBP2",0.111911436618281,0.525997015256118,0.841,0.634,1
"CCDC144CP",0.682948082703692,0.525839079929629,0.523,0.503,1
"AGFG1",0.801727051650401,0.525263931887372,0.477,0.472,1
"LCMT2",0.882254248260695,0.52340410677943,0.295,0.281,1
"AC008267.5",0.00252172163163786,0.522606423375505,0.295,0.122,1
"ZFHX4",0.00244743952727709,0.522443303873369,0.75,0.477,1
"WRN",0.0522780790691174,0.522024325845467,0.273,0.446,1
"PTMAP4",9.74564556318303e-08,0.521459558414998,0.455,0.139,0.00179826651931853
"RBPJ",0.00149326050179703,0.521042147912651,0.909,0.83,1
"NUBPL",0.722683933165354,0.520679582237166,0.364,0.352,1
"SC5D",0.299684019248022,0.520664393450978,0.682,0.656,1
"RBM7",0.14837781289259,0.520597487238401,0.364,0.261,1
"MED13",0.700039690970137,0.520363806026347,0.682,0.688,1
"UBE2A",0.098820177635303,0.51937891607531,0.636,0.54,1
"FTH1P11",2.42301567032215e-11,0.518258219637614,0.432,0.082,4.47094851487843e-07
"PDE12",0.932467731742985,0.518146413147777,0.341,0.335,1
"FBXO33",0.0516906382577842,0.517617191159392,0.182,0.355,1
"ZC3H13",0.00829634340709211,0.517155075616198,0.932,0.827,1
"STXBP6",3.26306884464876e-07,0.516720905346682,0.614,0.227,0.0060210146321459
"WARS",0.385090712197183,0.514614770433935,0.341,0.412,1
"XPO6",0.0976173743689191,0.514573172829759,0.591,0.457,1
"MICAL3",0.0870003776078932,0.514121023632015,0.614,0.472,1
"CRBN",0.169395724262728,0.511059796984785,0.818,0.679,1
"PSRC1",3.86548590392645e-06,0.509457848822672,0.568,0.23,0.0713259458992509
"TTC32",5.41759081892224e-06,0.509342852753453,0.568,0.222,0.0999653857907532
"TMED7",0.125398897181542,0.508939204330748,0.591,0.472,1
"CACYBP",0.0366086729552278,0.508623684471041,0.886,0.719,1
"RNF14",0.153400944203845,0.508334495989492,0.523,0.435,1
"LCORL",0.618537709232241,0.508039203693351,0.477,0.46,1
"POLR2K",0.173562736383464,0.507729245697982,0.659,0.509,1
"RELL1",0.519966701014792,0.506925795307263,0.455,0.438,1
"OAZ2",0.565693050876542,0.505862782353868,0.568,0.528,1
"USP48",0.0893461270068902,0.505519300232354,0.705,0.582,1
"PHLPP2",0.187462461022325,0.504802391505722,0.25,0.349,1
"VIRMA",0.99285735848448,0.504637293049146,0.477,0.506,1
"LZTS3",0.00772001233427859,0.504626293491541,0.136,0.332,1
"XPNPEP3",0.951588108897012,0.504589084257137,0.318,0.321,1
"IFNGR1",0.0210162132507689,0.504366162110416,0.795,0.58,1
"HMGN2",0.523892557561044,0.503444768120945,0.864,0.852,1
"DAZAP2P1",9.63931702744966e-05,0.503324031696799,0.318,0.111,1
"SDHA",0.173553230643664,0.50301576040434,0.545,0.443,1
"CTNNAL1",0.0954532446548146,0.502994712690548,0.25,0.392,1
"PTGIR",0.714932311158991,0.50265214723642,0.318,0.352,1
"UXT",0.000948024232672174,0.502263490164863,0.545,0.321,1
"KDM6A",0.581302891274937,0.502195795299425,0.636,0.568,1
"TRPC4AP",0.427272803520081,0.501425492959656,0.295,0.347,1
"LMBR1",0.888122741197494,0.501373458451404,0.409,0.415,1
"PDIA4",0.190498017439179,0.501153243163002,0.477,0.378,1
"HDLBP",0.643919872830609,0.500732972230725,0.818,0.645,1
"GLRX2",0.383032387615784,0.500359880552169,0.636,0.602,1
"AIMP1",0.247772643592868,0.500069585296906,0.636,0.588,1
"RNF213",0.113668610021723,0.499876060343915,0.682,0.528,1
"UBLCP1",0.158680507213966,0.499811053889219,0.636,0.531,1
"HNRNPA2B1",0.015566790488052,0.499016874662747,1,0.994,1
"EPS15",0.00881767122598696,0.498255455092487,0.909,0.682,1
"S100A6",0.79577754806937,0.498173343835563,0.318,0.307,1
"AC026271.1",0.663479739176406,0.497926176854822,0.545,0.491,1
"LINC01563",0.66504559153664,0.497300927458534,0.25,0.27,1
"GIT1",0.899799178325568,0.49690839100316,0.295,0.307,1
"WDR36",0.439193016558882,0.495001015326633,0.409,0.483,1
"PTP4A2P1",5.49465221657275e-06,0.494576264264051,0.455,0.17,0.1013873227002
"TRIM23",0.628633795865282,0.494336546954227,0.5,0.523,1
"PSMD7",0.0166380455004032,0.493716488180999,0.818,0.642,1
"RAP1A",4.0280727682959e-06,0.493693977766018,0.705,0.332,0.074325998720596
"TXNDC15",0.980344362409146,0.492816079120343,0.341,0.349,1
"GTF2A2",0.3799374709778,0.492795432538653,0.614,0.625,1
"WDSUB1",0.773690580890311,0.491934558291191,0.295,0.278,1
"PIK3C3",0.618772869846177,0.491857391707642,0.705,0.557,1
"SLC9A3R1",0.153477077139902,0.491658780881757,0.25,0.153,1
"RCHY1",0.0847163037171527,0.49161782363318,0.545,0.403,1
"CCDC90B",0.624159133878069,0.491460041764142,0.545,0.562,1
"ARPC5",0.000961311660329525,0.490831685763166,0.864,0.639,1
"TRPS1",0.163110505374367,0.490800050713958,0.568,0.46,1
"MRPS18A",0.583535794626078,0.490704202909057,0.25,0.224,1
"PPFIBP2",0.00117985742863989,0.490475633865866,0.295,0.116,1
"HAUS5",0.44827137828688,0.490161158196963,0.273,0.224,1
"FAM96B",0.0660007220778686,0.490013277377575,0.705,0.497,1
"MON2",0.0711739687108164,0.489813259693988,0.795,0.702,1
"ST3GAL6",0.137089039686089,0.489091592157537,0.364,0.253,1
"CIAPIN1",0.709244675517008,0.488716859776409,0.318,0.352,1
"ACYP1",0.562172629526584,0.488393505248105,0.386,0.409,1
"SAMD12",0.0890185975496973,0.487591576432909,0.727,0.614,1
"TMEM170A",0.6153435227175,0.487439088539719,0.5,0.517,1
"MAN2A2",0.0442221306945383,0.486263473799061,0.545,0.364,1
"TBC1D5",0.13001301148936,0.486047474648468,0.614,0.503,1
"BNIP3",0.314399504213185,0.485706970571397,0.591,0.517,1
"MTERF1",0.10685938918227,0.485079763813333,0.341,0.233,1
"BEND6",0.0176908451023209,0.48497111933569,0.091,0.253,1
"SEMA4B",0.086120520176882,0.484959598788841,0.159,0.259,1
"PITRM1",0.488607053433524,0.483879360566213,0.432,0.366,1
"PAXBP1",0.951799559689687,0.482905233543511,0.568,0.619,1
"MRPL58",0.0783341443035916,0.482529475255644,0.295,0.185,1
"SYTL2",0.00399198879739229,0.48249711234682,0.477,0.259,1
"BLOC1S1",0.803084094853161,0.482472329662734,0.455,0.477,1
"HTRA1",8.90789258959368e-06,0.48184298910838,0.864,0.474,0.164368434063183
"ENSG00000289085.1",0.270055071073897,0.481670189171282,0.773,0.699,1
"TMEM128",0.0477605988309421,0.481539905086082,0.591,0.42,1
"KBTBD2",0.76511254714385,0.481323536558325,0.477,0.46,1
"FAM8A1",0.239379039409983,0.481226404650421,0.455,0.361,1
"HIGD1A",0.0153274012967795,0.481171086500506,0.864,0.662,1
"CACYBPP2",0.0337128934365891,0.480925434935301,0.545,0.392,1
"NUP160",0.170551761472368,0.47976026713461,0.25,0.358,1
"H3F3C",0.000352925220096489,0.479387910688901,0.795,0.58,1
"SP100",0.032528669983615,0.478824333122644,0.591,0.423,1
"CSDE1",0.0515001108565148,0.478468923797994,0.932,0.918,1
"LACTB",0.0339901185472019,0.478346171733372,0.364,0.222,1
"ARID4B",0.199220108655602,0.478104827465906,0.932,0.898,1
"TMEM184C",0.672294036982219,0.47762266653134,0.364,0.33,1
"DOLPP1",0.00508395717689698,0.477519930038599,0.295,0.134,1
"FAHD2A",0.814300600402495,0.477178119502435,0.341,0.349,1
"C11orf54",0.0235062625300336,0.476036297150744,0.614,0.418,1
"CALU",0.126103621607358,0.475783382340819,0.75,0.639,1
"ITM2B",0.00119862952114316,0.475748913267887,0.955,0.81,1
"GNL3L",0.549678225965327,0.475482397655385,0.591,0.54,1
"FTH1P20",4.60705702610096e-07,0.474857585460054,0.705,0.324,0.0085009416245615
"BAZ2B",0.0977109952877411,0.474712195383207,0.932,0.881,1
"RABL3",0.691909747296865,0.474196093156317,0.364,0.332,1
"PRPSAP2",0.0458967402711104,0.47416904094871,0.568,0.418,1
"KATNBL1P6",0.0264198828139682,0.473931188332412,0.25,0.134,1
"SLC44A2",0.757309396043641,0.473746806577304,0.409,0.392,1
"EXOG",0.495897840476845,0.473497229826843,0.318,0.386,1
"ATP6V0B",0.876888709168928,0.471953448455297,0.705,0.673,1
"PPP1R12B",0.0836240552869162,0.470290000644597,0.705,0.585,1
"KHDC4",0.989286624506268,0.470170602301095,0.523,0.5,1
"STAMBP",0.00108850626104655,0.469616778086973,0.659,0.432,1
"AHDC1",0.267845009092491,0.469309698192881,0.341,0.44,1
"CASP3",0.896299343169292,0.467418808689434,0.295,0.312,1
"ZFP36L2",0.000416208528790361,0.467205604848069,0.545,0.27,1
"KATNAL1",0.661210421039922,0.466958946626721,0.295,0.335,1
"RC3H2",0.226751393359866,0.466600458180654,0.5,0.574,1
"DENND5A",0.000316693364337415,0.466565301271925,1,0.807,1
"HNRNPUL1",0.0900392140888596,0.466524467719039,0.682,0.571,1
"SCP2",0.428560284539719,0.466511511706012,0.591,0.526,1
"TSHZ1",0.607609653927315,0.466368491354557,0.227,0.264,1
"TIMMDC1",0.0197652394105749,0.465892660778926,0.614,0.395,1
"TMBIM6",0.0271291621421747,0.46568710831378,1,0.892,1
"MT.RNR1",0.00337958141525613,0.46544884096525,1,1,1
"RAP2A",0.387587311917342,0.464976049545687,0.659,0.653,1
"GABPB2",0.388399747098764,0.464647603243084,0.591,0.548,1
"SRSF3",0.0740862637751565,0.463492789998414,0.977,0.98,1
"XPOT",0.414688907481639,0.463357787615291,0.545,0.58,1
"BTG3",0.000742788453154571,0.463119824487257,0.545,0.293,1
"MINDY3",0.381977449417458,0.462278946876494,0.477,0.435,1
"PMPCB",0.923214714537558,0.46212361114701,0.5,0.543,1
"GNAZ",0.875567708246569,0.461975372291094,0.432,0.392,1
"ZNF322",0.61374659076444,0.461144074586959,0.25,0.287,1
"SMG9",0.0200406507497054,0.461015501106389,0.432,0.247,1
"C1orf52",0.958679421958598,0.460980116624841,0.591,0.616,1
"NAP1L4",0.311862920369863,0.460857002281286,0.659,0.648,1
"ATXN1L",0.0408592057520103,0.460469842491376,0.341,0.205,1
"CYB5A",0.0371744100986833,0.460125388807382,0.568,0.401,1
"MTMR10",0.000139859617918552,0.458626767826527,0.318,0.108,1
"PSMD6",0.386259238758874,0.458496768553364,0.545,0.58,1
"TXNL1",0.894215995038257,0.457790282714742,0.818,0.75,1
"CAMTA2",0.305697331159267,0.457193750311969,0.182,0.264,1
"TMEM269",0.180326925155921,0.455863512737583,0.205,0.301,1
"WBP4",0.0310807759217683,0.45561837334578,0.727,0.557,1
"OSBPL9",0.145948960731453,0.455324462120283,0.727,0.608,1
"ENSG00000288596.2",0.867126723792217,0.455275989145986,0.273,0.293,1
"NNT.AS1",0.687375033548398,0.455188123546352,0.364,0.435,1
"EEA1",0.0826131411559215,0.454767112913124,0.841,0.636,1
"AIG1",0.952032036612144,0.45468850100343,0.591,0.585,1
"PON2",4.74026766838667e-07,0.454154676198216,0.909,0.466,0.00874674190170709
"DCAF16",0.0583030327578318,0.453683427178327,0.75,0.597,1
"ATP5ME",0.248162965494576,0.453063535569179,0.818,0.804,1
"ENSG00000287001.2",3.7078108830654e-05,0.452613180728406,0.455,0.185,0.684165264143227
"ENSG00000289187.1",1.05394148039393e-05,0.452288894575416,0.545,0.21,0.194473281962288
"RILPL1",0.94074143911361,0.451864156091222,0.273,0.278,1
"PACS2",0.400754515327686,0.451827158280583,0.568,0.469,1
"CHML",0.00297429466470994,0.451749277635366,0.091,0.315,1
"RNF114",0.0137659236987846,0.451110995042888,0.545,0.338,1
"ANKRD11",0.476706001882557,0.449360595462788,0.727,0.798,1
"UBXN1",0.604994860150638,0.449242063393837,0.409,0.449,1
"AC026471.4",0.507133222187541,0.448677350742374,0.227,0.295,1
"VPS33A",0.98169523568363,0.446329805288816,0.318,0.312,1
"CCZ1",0.0447449843112559,0.446237561596257,0.568,0.412,1
"DOCK9",0.000346474766775246,0.445570911423959,0.886,0.605,1
"ADPGK",0.199927428573201,0.4455521765283,0.25,0.168,1
"CSPP1",0.0327258448467666,0.445247093404405,0.636,0.773,1
"ZNF12",0.260881239206629,0.445141207302453,0.409,0.344,1
"GAS7",9.36425587719316e-05,0.445130707812014,0.886,0.506,1
"TPT1",0.00957653383323152,0.444424637990059,0.977,0.912,1
"FH",0.499612891022469,0.44385119678358,0.295,0.355,1
"GPR89A",0.520833683351214,0.443817980474119,0.364,0.344,1
"BNIP2",0.229978445582448,0.443564742514236,0.614,0.506,1
"MTO1",0.127824390684515,0.443517076778919,0.5,0.384,1
"HEG1",0.164631286470475,0.443415789343938,0.364,0.233,1
"SLIT2",0.0596122795011893,0.443320154339322,0.545,0.369,1
"PI4KB",0.0232699968913956,0.441945081886951,0.545,0.381,1
"RPL5P34",0.339234319043231,0.441816830394444,0.364,0.466,1
"TAF13",0.307680583487565,0.441626111240106,0.591,0.56,1
"ECPAS",0.220620691518033,0.441147230386652,0.75,0.696,1
"BBS9",0.486532848930297,0.440722684163687,0.409,0.347,1
"MAPRE2",0.0039696910020152,0.439658774566754,0.977,0.878,1
"SGCB",0.0338026897785653,0.438901124651983,0.886,0.679,1
"GPBP1L1",0.00795939105085027,0.438602177599255,0.705,0.511,1
"DPY19L1",0.448359488560194,0.437937194185645,0.386,0.341,1
"AC012593.1",6.34793426866125e-06,0.437803838987926,0.273,0.065,0.117132083125337
"RAB30",0.544410283096115,0.437557316650341,0.705,0.651,1
"NR4A1",0.28680244053824,0.436350036620879,0.364,0.295,1
"TFDP2",0.810889835041002,0.436142716171537,0.5,0.523,1
"PLPPR1",0.00176265298206385,0.433761127241661,0.477,0.261,1
"MRPL48",0.260489600842293,0.433294203202791,0.545,0.455,1
"DTWD1",0.542816153405653,0.433144354400925,0.477,0.44,1
"STARD7",0.609535097071671,0.433008412695391,0.705,0.676,1
"PDHX",0.545346041981258,0.432606186683955,0.273,0.344,1
"NDUFB3",0.997125786742468,0.432499812667182,0.568,0.614,1
"CDIPT",0.808214541475868,0.432024853299417,0.227,0.264,1
"RHOBTB3",0.0168507426321718,0.431446228784456,0.795,0.565,1
"ARFGEF2",0.580043270315662,0.430979043147866,0.455,0.449,1
"PTPRJ",0.105745706431209,0.430809178973009,0.409,0.264,1
"TRAF3",0.272359723413126,0.43056865135183,0.182,0.261,1
"DTNB",0.42604272466063,0.4305436652002,0.318,0.259,1
"MRPL51",0.183627483843001,0.430420531978229,0.659,0.548,1
"SFT2D2",0.000263565895439836,0.43021013456778,0.591,0.29,1
"NR4A3",0.304814809531073,0.42977112964506,0.227,0.307,1
"AFF4",0.460865334285915,0.429637841946183,0.727,0.787,1
"OFD1",0.201465027716344,0.429426692438155,0.705,0.679,1
"IFI27L2",0.610814795753513,0.429357170595911,0.364,0.312,1
"TMEM30A",0.2160581773768,0.428969374498466,0.705,0.577,1
"POT1",0.849349853682683,0.428712436175921,0.273,0.276,1
"SNX29",0.367400206308815,0.428403617266405,0.409,0.378,1
"CHCHD1",0.22783579195574,0.427970285220602,0.182,0.29,1
"MORF4L2",0.0475037041367806,0.42778302751158,0.955,0.901,1
"ZNF271P",0.341180307254036,0.427418713234999,0.591,0.477,1
"PCNP",0.283417016095696,0.426569537152145,0.795,0.756,1
"USP16",0.0255748442878824,0.426228214218159,0.864,0.656,1
"NPHP3",0.0110812748076613,0.426174435816066,0.636,0.401,1
"RNF11",0.168328569820671,0.425986358916913,0.5,0.551,1
"THAP6",0.68155405525886,0.425786740370536,0.409,0.352,1
"ZNF706",0.094067517376083,0.425108006739763,0.841,0.659,1
"GNAQ",0.19070045702485,0.424231738636118,0.841,0.798,1
"MDM2",0.528079575673686,0.421847367584856,0.795,0.79,1
"NECAP2",0.652585639529235,0.42156390164672,0.295,0.287,1
"CDC16",0.646596456995744,0.421264774770919,0.477,0.429,1
"CNKSR3",0.000228467193621728,0.420945882743347,0.432,0.207,1
"C4orf33",0.503213998903156,0.420399917327264,0.205,0.253,1
"OCIAD1",0.0984671029212873,0.420156788575465,0.886,0.739,1
"GNA13",0.957171613660902,0.419925628488595,0.5,0.469,1
"RTRAF",0.0898824756790362,0.419336263888016,0.705,0.489,1
"C5orf15",0.0685597071006513,0.419283254302829,0.568,0.466,1
"ARIH2",0.188004711331769,0.419193472768304,0.727,0.67,1
"ZNF302",0.378459357558768,0.419125319160517,0.386,0.449,1
"PTPN12",0.776174575389989,0.419096803338138,0.409,0.469,1
"MITD1",0.582826090772737,0.418728545704277,0.409,0.355,1
"PRNP",0.000782493148752597,0.418285284341547,0.955,0.688,1
"PTRH2",0.887747581557898,0.418234861767304,0.318,0.318,1
"TOMM20",0.101346983133447,0.418207593475691,0.886,0.719,1
"CHD4",0.469790713169241,0.417038001158281,0.636,0.56,1
"RTF2",0.00794319644125495,0.416483942042288,0.727,0.545,1
"KIAA1841",0.0073492636369428,0.41623188219406,0.182,0.415,1
"GTF2F2",0.0111901260365403,0.415037499278844,0.659,0.455,1
"FTH1P10",4.39093887189245e-06,0.415037499278844,0.364,0.114,0.0810216040641596
"VBP1",0.119207189218635,0.414687186031149,0.75,0.594,1
"ZNF8",0.382306322222035,0.414392431062915,0.227,0.293,1
"SF3B5",0.473858035068243,0.413505014421331,0.455,0.528,1
"DZIP3",0.150515990318268,0.4127373835007,0.568,0.645,1
"KCNQ1OT1",0.122752589905626,0.412677104309036,0.795,0.67,1
"SEL1L",0.233366873544932,0.412622688375773,0.727,0.679,1
"MAP1LC3B",0.135329001355606,0.412547947253146,0.75,0.625,1
"HEATR5A",0.400963828082502,0.412330352587821,0.409,0.327,1
"CNOT8",0.116939018027084,0.411405388408895,0.568,0.44,1
"FAM133B",0.386561815481051,0.410890007397906,0.818,0.793,1
"EZH1",0.344759805533672,0.409875794163066,0.568,0.455,1
"AGO3",0.970220595219369,0.409570911729632,0.75,0.747,1
"RBL2",0.359012560741843,0.409099269618904,0.477,0.42,1
"TRMT5",0.869372949910488,0.408571349674331,0.25,0.25,1
"FKBP5",0.00833593586911196,0.407978335028528,0.409,0.227,1
"RBM41",0.907146778461818,0.407675805911195,0.432,0.409,1
"SNRPB2",0.922671700779195,0.407151126752998,0.705,0.696,1
"AL035448.1",0.101494148122671,0.406606351196412,0.318,0.21,1
"SMC5",0.719233235261521,0.405807013612836,0.591,0.602,1
"YPEL5",0.65563362093697,0.403940951276599,0.795,0.756,1
"RNU4.21P",0.0885879230356413,0.403064857612768,0.409,0.29,1
"DR1",0.679270104583286,0.402312432957652,0.659,0.597,1
"UTY",0.548657905337553,0.402160919907766,0.295,0.239,1
"FOXP1",0.0810847587439301,0.401327009401625,0.773,0.679,1
"SSH2",0.104148530537116,0.401133193022124,0.636,0.562,1
"KANSL1L",0.24190978725151,0.401011187009265,0.409,0.511,1
"ARMC10",0.00205505132782972,0.400783515598602,0.25,0.091,1
"IARS2",0.014930564800812,0.400503783359638,0.591,0.386,1
"VPS13C",0.133216838903325,0.400330645624634,0.932,0.784,1
"TNRC6C",0.548982296377556,0.400288841668915,0.818,0.838,1
"ELAVL3",0.351244879837516,0.400035335939597,0.818,0.705,1
"DNER",0.00155589846365881,0.398766178689324,0.955,0.75,1
"GNE",0.870797021056459,0.398033477390161,0.364,0.366,1
"MTFR1",0.0001990175118899,0.397727614158763,0.364,0.134,1
"LRRC58",0.88483319365015,0.396913115155341,0.455,0.469,1
"HSP90AA6P",0.000286446368887964,0.396890152568584,0.477,0.23,1
"CNBP",0.0584527753757633,0.396487521140559,0.909,0.849,1
"MTND2P28",0.0214629509921194,0.396346892700461,1,0.977,1
"SETD3",0.500805685124259,0.395979843894795,0.455,0.44,1
"TSGA10",0.181024189896267,0.395597618455156,0.341,0.239,1
"PPIL3",0.200845629347153,0.395484045347053,0.227,0.355,1
"SIN3A",0.928747590304855,0.394409340435486,0.523,0.503,1
"HSP90AA1",0.00057695957550881,0.394359312281294,1,1,1
"AC016831.5",0.435632949856649,0.394215462840773,0.455,0.426,1
"FTSJ3",0.247742101860301,0.393844006174065,0.295,0.213,1
"PRDX1",0.123035775837317,0.393587865787752,0.886,0.79,1
"TOPORS",0.968011678668645,0.393389400975051,0.568,0.565,1
"PDK4",4.62014969956027e-05,0.393037944779948,0.636,0.321,0.852510022562862
"MPPE1",0.572152911793927,0.39231742277876,0.25,0.207,1
"TUFM",0.307193235625292,0.392227941858518,0.523,0.415,1
"POLR2G",0.00441692973662397,0.392177262846227,0.705,0.46,1
"CIR1",0.253600616295156,0.392097730832229,0.727,0.656,1
"AC104297.1",0.000921871917812551,0.391523904777957,0.341,0.151,1
"AMN1",0.250278731853381,0.391230110171299,0.295,0.372,1
"ALG11",0.148658913221731,0.39091966846481,0.295,0.398,1
"EEF2",0.863642268605067,0.390898458799522,0.773,0.818,1
"PCDH17",0.000121945843952041,0.39086172409815,0.841,0.517,1
"UBBP1",0.000833663345437526,0.390848033711773,0.364,0.168,1
"NBN",0.768168059955067,0.39056494363517,0.432,0.42,1
